date,CAT_irn,FieldDept,cumulative,rel_freq
2014-08,1018904,Anthropology,27,4
2011-03,1019037,Anthropology,3,27
2013-01,1019037,Anthropology,6,27
2013-05,1019037,Anthropology,12,75
2014-02,1019037,Anthropology,15,5
2014-03,1019037,Anthropology,18,18
2014-07,1019037,Anthropology,21,4
2014-08,1019037,Anthropology,30,4
2011-03,1019146,Anthropology,3,27
2013-02,1019146,Anthropology,6,10
2013-05,1019146,Anthropology,9,38
2014-02,1019146,Anthropology,12,5
2014-07,1019146,Anthropology,18,8
2014-08,1019146,Anthropology,36,7
2011-03,1019153,Anthropology,2,18
2012-01,1019153,Anthropology,10,89
2013-01,1019153,Anthropology,12,18
2014-02,1019153,Anthropology,18,10
2014-07,1019153,Anthropology,20,3
2014-08,1019153,Anthropology,30,4
2011-03,1019215,Anthropology,2,18
2011-08,1019215,Anthropology,4,33
2014-01,1019215,Anthropology,6,40
2014-02,1019215,Anthropology,8,3
2014-05,1019215,Anthropology,10,3
2014-08,1019215,Anthropology,16,2
2011-03,1019280,Anthropology,1,9
2013-02,1019280,Anthropology,4,10
2014-02,1019280,Anthropology,5,2
2014-05,1019280,Anthropology,6,2
2014-07,1019280,Anthropology,7,1
2014-08,1019280,Anthropology,11,2
2011-03,1019423,Anthropology,2,18
2013-02,1019423,Anthropology,4,7
2013-05,1019423,Anthropology,6,25
2014-02,1019423,Anthropology,8,3
2014-07,1019423,Anthropology,10,3
2014-08,1019423,Anthropology,18,3
2011-03,1019587,Anthropology,3,27
2013-02,1019587,Anthropology,6,10
2013-05,1019587,Anthropology,9,38
2014-02,1019587,Anthropology,12,5
2014-03,1019587,Anthropology,15,18
2014-04,1019587,Anthropology,18,21
2014-07,1019587,Anthropology,24,8
2014-08,1019587,Anthropology,36,5
2011-03,1019644,Anthropology,2,18
2012-01,1019644,Anthropology,10,89
2013-01,1019644,Anthropology,12,18
2014-02,1019644,Anthropology,16,6
2014-08,1019644,Anthropology,30,6
2011-03,1019762,Anthropology,3,27
2013-02,1019762,Anthropology,6,10
2013-05,1019762,Anthropology,12,75
2013-12,1019762,Anthropology,15,2
2014-07,1019762,Anthropology,24,13
2014-08,1019762,Anthropology,39,6
2011-03,1019822,Anthropology,2,18
2013-05,1019822,Anthropology,4,25
2014-02,1019822,Anthropology,6,3
2014-08,1019822,Anthropology,14,3
2011-03,1020127,Anthropology,3,27
2013-01,1020127,Anthropology,6,27
2013-10,1020127,Anthropology,9,10
2014-08,1020127,Anthropology,24,6
2011-03,1020290,Anthropology,11,100
2013-01,1020290,Anthropology,22,100
2013-02,1020290,Anthropology,44,73
2014-08,1020290,Anthropology,121,31
2011-03,1020555,Anthropology,1,9
2012-12,1020555,Anthropology,2,33
2013-12,1020555,Anthropology,3,1
2014-03,1020555,Anthropology,4,6
2014-04,1020555,Anthropology,5,7
2014-08,1020555,Anthropology,9,2
2011-03,1020872,Anthropology,1,9
2013-02,1020872,Anthropology,4,10
2013-11,1020872,Anthropology,5,17
2014-02,1020872,Anthropology,6,2
2014-05,1020872,Anthropology,7,2
2014-06,1020872,Anthropology,8,13
2014-08,1020872,Anthropology,12,2
2011-03,1021021,Anthropology,1,9
2013-02,1021021,Anthropology,4,10
2013-11,1021021,Anthropology,5,17
2014-04,1021021,Anthropology,6,7
2014-05,1021021,Anthropology,7,2
2014-08,1021021,Anthropology,11,2
2011-03,1021170,Anthropology,2,18
2014-08,1021170,Anthropology,10,3
2011-03,1021176,Anthropology,3,27
2012-12,1021176,Anthropology,6,100
2013-02,1021176,Anthropology,12,20
2014-07,1021176,Anthropology,18,8
2014-08,1021176,Anthropology,30,5
2011-03,1021226,Anthropology,4,36
2013-07,1021226,Anthropology,8,100
2014-07,1021226,Anthropology,16,11
2014-08,1021226,Anthropology,36,8
2011-03,1021540,Anthropology,3,27
2013-01,1021540,Anthropology,6,27
2013-11,1021540,Anthropology,9,50
2013-12,1021540,Anthropology,12,2
2014-02,1021540,Anthropology,15,5
2014-07,1021540,Anthropology,18,4
2014-08,1021540,Anthropology,27,4
2011-03,1021606,Anthropology,4,36
2013-08,1021606,Anthropology,8,50
2014-08,1021606,Anthropology,20,5
2014-09,1021606,Anthropology,24,18
2011-03,1021607,Anthropology,2,18
2013-08,1021607,Anthropology,4,25
2014-07,1021607,Anthropology,6,3
2014-08,1021607,Anthropology,12,2
2014-09,1021607,Anthropology,14,9
2011-03,1021608,Anthropology,3,27
2013-08,1021608,Anthropology,6,38
2014-07,1021608,Anthropology,9,4
2014-08,1021608,Anthropology,18,4
2014-09,1021608,Anthropology,21,14
2011-03,1021609,Anthropology,2,18
2013-08,1021609,Anthropology,4,25
2014-03,1021609,Anthropology,6,12
2014-07,1021609,Anthropology,8,3
2014-08,1021609,Anthropology,14,2
2014-09,1021609,Anthropology,16,9
2011-03,1021666,Anthropology,2,18
2013-01,1021666,Anthropology,4,18
2013-11,1021666,Anthropology,6,33
2013-12,1021666,Anthropology,8,2
2014-02,1021666,Anthropology,10,3
2014-07,1021666,Anthropology,12,3
2014-08,1021666,Anthropology,18,2
2011-03,1021667,Anthropology,2,18
2013-01,1021667,Anthropology,4,18
2013-11,1021667,Anthropology,10,100
2013-12,1021667,Anthropology,12,2
2014-02,1021667,Anthropology,14,3
2014-07,1021667,Anthropology,16,3
2014-08,1021667,Anthropology,22,2
2011-03,1021668,Anthropology,2,18
2013-01,1021668,Anthropology,4,18
2013-11,1021668,Anthropology,6,33
2013-12,1021668,Anthropology,8,2
2014-07,1021668,Anthropology,10,3
2014-08,1021668,Anthropology,18,3
2009-04,1021669,Anthropology,4,67
2010-01,1021669,Anthropology,6,50
2011-03,1021669,Anthropology,8,18
2013-01,1021669,Anthropology,10,18
2014-08,1021669,Anthropology,16,2
2011-03,1021670,Anthropology,2,18
2013-01,1021670,Anthropology,4,18
2014-02,1021670,Anthropology,6,3
2014-08,1021670,Anthropology,12,2
2011-03,1021672,Anthropology,2,18
2013-01,1021672,Anthropology,4,18
2014-02,1021672,Anthropology,6,3
2014-08,1021672,Anthropology,12,2
2011-03,1021673,Anthropology,2,18
2013-01,1021673,Anthropology,4,18
2014-02,1021673,Anthropology,6,3
2014-08,1021673,Anthropology,12,2
2011-03,1021674,Anthropology,2,18
2013-01,1021674,Anthropology,4,18
2014-08,1021674,Anthropology,10,2
2011-03,1021675,Anthropology,2,18
2013-01,1021675,Anthropology,4,18
2014-01,1021675,Anthropology,6,40
2014-08,1021675,Anthropology,12,2
2011-03,1021676,Anthropology,2,18
2013-01,1021676,Anthropology,4,18
2014-02,1021676,Anthropology,6,3
2014-08,1021676,Anthropology,12,2
2011-03,1021677,Anthropology,2,18
2013-01,1021677,Anthropology,4,18
2014-02,1021677,Anthropology,6,3
2014-08,1021677,Anthropology,12,2
2011-03,1021686,Anthropology,1,9
2013-01,1021686,Anthropology,2,9
2014-01,1021686,Anthropology,3,20
2014-08,1021686,Anthropology,6,1
2011-03,1021688,Anthropology,2,18
2013-01,1021688,Anthropology,4,18
2014-02,1021688,Anthropology,6,3
2014-08,1021688,Anthropology,12,2
2011-03,1021689,Anthropology,1,9
2013-01,1021689,Anthropology,2,9
2014-08,1021689,Anthropology,5,1
2011-03,1021690,Anthropology,2,18
2013-01,1021690,Anthropology,4,18
2014-02,1021690,Anthropology,6,3
2014-08,1021690,Anthropology,12,2
2011-03,1021692,Anthropology,2,18
2013-01,1021692,Anthropology,4,18
2014-02,1021692,Anthropology,6,3
2014-08,1021692,Anthropology,12,2
2011-03,1021693,Anthropology,2,18
2013-01,1021693,Anthropology,4,18
2014-02,1021693,Anthropology,6,3
2014-08,1021693,Anthropology,12,2
2011-03,1021694,Anthropology,2,18
2013-01,1021694,Anthropology,4,18
2013-12,1021694,Anthropology,6,2
2014-02,1021694,Anthropology,8,3
2014-08,1021694,Anthropology,14,2
2011-03,1021870,Anthropology,2,18
2013-08,1021870,Anthropology,4,25
2013-11,1021870,Anthropology,6,33
2013-12,1021870,Anthropology,8,2
2014-07,1021870,Anthropology,10,3
2014-08,1021870,Anthropology,16,2
2014-09,1021870,Anthropology,18,9
2011-03,1021933,Anthropology,2,18
2013-08,1021933,Anthropology,4,25
2013-11,1021933,Anthropology,6,33
2013-12,1021933,Anthropology,8,2
2014-07,1021933,Anthropology,10,3
2014-08,1021933,Anthropology,16,2
2014-09,1021933,Anthropology,18,9
2011-03,1021934,Anthropology,3,27
2013-08,1021934,Anthropology,6,38
2013-11,1021934,Anthropology,9,50
2013-12,1021934,Anthropology,12,2
2014-07,1021934,Anthropology,15,4
2014-08,1021934,Anthropology,24,4
2014-09,1021934,Anthropology,27,14
2011-03,1021941,Anthropology,3,27
2013-08,1021941,Anthropology,6,38
2013-11,1021941,Anthropology,9,50
2013-12,1021941,Anthropology,12,2
2014-07,1021941,Anthropology,15,4
2014-08,1021941,Anthropology,24,4
2014-09,1021941,Anthropology,27,14
2011-03,1021944,Anthropology,4,36
2013-08,1021944,Anthropology,8,50
2013-11,1021944,Anthropology,12,67
2013-12,1021944,Anthropology,16,3
2014-07,1021944,Anthropology,20,6
2014-08,1021944,Anthropology,32,5
2011-03,1021945,Anthropology,4,36
2013-08,1021945,Anthropology,8,50
2013-11,1021945,Anthropology,12,67
2013-12,1021945,Anthropology,16,3
2014-07,1021945,Anthropology,20,6
2014-08,1021945,Anthropology,32,5
2014-09,1021945,Anthropology,36,18
2011-03,1021946,Anthropology,4,36
2013-08,1021946,Anthropology,8,50
2013-11,1021946,Anthropology,12,67
2013-12,1021946,Anthropology,20,6
2014-07,1021946,Anthropology,24,6
2014-08,1021946,Anthropology,36,5
2014-09,1021946,Anthropology,40,18
2011-03,1021956,Anthropology,1,9
2013-03,1021956,Anthropology,2,20
2013-11,1021956,Anthropology,3,17
2014-02,1021956,Anthropology,5,3
2014-08,1021956,Anthropology,9,2
2014-09,1021956,Anthropology,10,5
2011-03,1021957,Anthropology,1,9
2013-03,1021957,Anthropology,2,20
2013-11,1021957,Anthropology,3,17
2014-02,1021957,Anthropology,5,3
2014-08,1021957,Anthropology,9,2
2014-09,1021957,Anthropology,12,14
2011-03,1021958,Anthropology,1,9
2013-03,1021958,Anthropology,2,20
2013-11,1021958,Anthropology,3,17
2014-02,1021958,Anthropology,5,3
2014-08,1021958,Anthropology,9,2
2014-09,1021958,Anthropology,12,14
2011-03,1021959,Anthropology,1,9
2013-03,1021959,Anthropology,2,20
2014-01,1021959,Anthropology,3,20
2014-08,1021959,Anthropology,7,2
2014-09,1021959,Anthropology,10,14
2011-03,1021960,Anthropology,3,27
2013-03,1021960,Anthropology,6,60
2014-02,1021960,Anthropology,9,5
2014-07,1021960,Anthropology,12,4
2014-08,1021960,Anthropology,21,4
2014-09,1021960,Anthropology,30,41
2011-03,1021966,Anthropology,2,18
2013-02,1021966,Anthropology,4,7
2014-08,1021966,Anthropology,12,3
2011-03,1021995,Anthropology,3,27
2013-08,1021995,Anthropology,6,38
2014-03,1021995,Anthropology,9,18
2014-07,1021995,Anthropology,12,4
2014-08,1021995,Anthropology,21,4
2014-09,1021995,Anthropology,24,14
2011-03,1021996,Anthropology,3,27
2013-08,1021996,Anthropology,6,38
2014-03,1021996,Anthropology,9,18
2014-07,1021996,Anthropology,12,4
2014-08,1021996,Anthropology,21,4
2014-09,1021996,Anthropology,24,14
2011-03,1021997,Anthropology,3,27
2013-08,1021997,Anthropology,6,38
2014-03,1021997,Anthropology,9,18
2014-07,1021997,Anthropology,12,4
2014-08,1021997,Anthropology,21,4
2014-09,1021997,Anthropology,24,14
2011-03,1021998,Anthropology,5,46
2013-08,1021998,Anthropology,10,63
2014-07,1021998,Anthropology,15,7
2014-08,1021998,Anthropology,30,6
2014-09,1021998,Anthropology,35,23
2011-03,1021999,Anthropology,4,36
2013-08,1021999,Anthropology,8,50
2014-03,1021999,Anthropology,12,24
2014-07,1021999,Anthropology,16,6
2014-08,1021999,Anthropology,28,5
2014-09,1021999,Anthropology,32,18
2011-03,1022004,Anthropology,4,36
2013-08,1022004,Anthropology,8,50
2013-11,1022004,Anthropology,12,67
2013-12,1022004,Anthropology,16,3
2014-07,1022004,Anthropology,20,6
2014-08,1022004,Anthropology,32,5
2014-09,1022004,Anthropology,36,18
2011-03,1022006,Anthropology,3,27
2013-02,1022006,Anthropology,6,10
2013-05,1022006,Anthropology,9,38
2014-05,1022006,Anthropology,12,5
2014-07,1022006,Anthropology,21,13
2014-08,1022006,Anthropology,36,6
2011-03,1022022,Anthropology,2,18
2013-08,1022022,Anthropology,4,25
2013-11,1022022,Anthropology,6,33
2014-02,1022022,Anthropology,8,3
2014-03,1022022,Anthropology,10,12
2014-07,1022022,Anthropology,12,3
2014-08,1022022,Anthropology,18,2
2014-09,1022022,Anthropology,20,9
2011-03,1022172,Anthropology,1,9
2012-03,1022172,Anthropology,2,33
2013-05,1022172,Anthropology,3,13
2013-10,1022172,Anthropology,4,3
2014-03,1022172,Anthropology,5,6
2014-04,1022172,Anthropology,6,7
2014-08,1022172,Anthropology,11,2
2011-03,1022173,Anthropology,1,9
2013-05,1022173,Anthropology,2,13
2013-10,1022173,Anthropology,3,3
2014-03,1022173,Anthropology,4,6
2014-04,1022173,Anthropology,5,7
2014-08,1022173,Anthropology,10,2
2011-03,1022174,Anthropology,1,9
2013-05,1022174,Anthropology,2,13
2013-10,1022174,Anthropology,3,3
2013-12,1022174,Anthropology,6,2
2014-05,1022174,Anthropology,7,2
2014-07,1022174,Anthropology,8,1
2014-08,1022174,Anthropology,12,2
2011-03,1022515,Anthropology,1,9
2014-05,1022515,Anthropology,2,2
2014-07,1022515,Anthropology,3,1
2014-08,1022515,Anthropology,8,2
2011-03,1022520,Anthropology,1,9
2014-05,1022520,Anthropology,2,2
2014-08,1022520,Anthropology,7,2
2011-03,1022662,Anthropology,2,18
2012-11,1022662,Anthropology,4,13
2013-02,1022662,Anthropology,8,13
2013-11,1022662,Anthropology,10,33
2014-02,1022662,Anthropology,12,3
2014-06,1022662,Anthropology,14,25
2014-08,1022662,Anthropology,24,4
2011-03,1022819,Anthropology,1,9
2014-08,1022819,Anthropology,7,2
2011-03,1022826,Anthropology,1,9
2014-02,1022826,Anthropology,3,3
2014-08,1022826,Anthropology,7,2
2014-09,1022826,Anthropology,8,5
2011-03,1022953,Anthropology,2,18
2012-11,1022953,Anthropology,4,13
2013-02,1022953,Anthropology,8,13
2014-04,1022953,Anthropology,10,14
2014-07,1022953,Anthropology,12,3
2014-08,1022953,Anthropology,20,3
2011-03,1022966,Anthropology,1,9
2014-01,1022966,Anthropology,2,20
2014-02,1022966,Anthropology,3,2
2014-08,1022966,Anthropology,9,2
2011-03,1023008,Anthropology,1,9
2014-01,1023008,Anthropology,2,20
2014-02,1023008,Anthropology,3,2
2014-08,1023008,Anthropology,9,2
2011-03,1025600,Anthropology,2,18
2013-01,1025600,Anthropology,4,18
2013-02,1025600,Anthropology,6,7
2013-12,1025600,Anthropology,8,2
2014-06,1025600,Anthropology,10,25
2014-08,1025600,Anthropology,18,3
2011-03,1025606,Anthropology,2,18
2013-01,1025606,Anthropology,4,18
2013-02,1025606,Anthropology,6,7
2014-08,1025606,Anthropology,18,5
2011-03,1025686,Anthropology,2,18
2013-02,1025686,Anthropology,4,7
2013-05,1025686,Anthropology,6,25
2013-10,1025686,Anthropology,8,7
2014-08,1025686,Anthropology,22,6
2011-03,1025689,Anthropology,2,18
2013-02,1025689,Anthropology,4,7
2013-05,1025689,Anthropology,6,25
2013-11,1025689,Anthropology,8,33
2014-08,1025689,Anthropology,20,5
2011-03,1025690,Anthropology,2,18
2013-02,1025690,Anthropology,4,7
2013-05,1025690,Anthropology,6,25
2014-02,1025690,Anthropology,8,3
2014-07,1025690,Anthropology,10,3
2014-08,1025690,Anthropology,18,3
2011-03,1025693,Anthropology,2,18
2013-01,1025693,Anthropology,4,18
2013-02,1025693,Anthropology,6,7
2014-08,1025693,Anthropology,16,4
2011-03,1025807,Anthropology,2,18
2013-01,1025807,Anthropology,4,18
2013-02,1025807,Anthropology,6,7
2014-08,1025807,Anthropology,18,5
2011-03,1025841,Anthropology,1,9
2013-01,1025841,Anthropology,2,9
2014-08,1025841,Anthropology,8,2
2011-03,1025852,Anthropology,1,9
2013-01,1025852,Anthropology,2,9
2014-08,1025852,Anthropology,8,2
2011-03,1025864,Anthropology,1,9
2013-01,1025864,Anthropology,2,9
2014-08,1025864,Anthropology,7,2
2011-03,1025870,Anthropology,1,9
2014-08,1025870,Anthropology,8,3
2011-03,1026067,Anthropology,1,9
2013-02,1026067,Anthropology,2,3
2014-08,1026067,Anthropology,8,2
2011-03,1026164,Anthropology,1,9
2013-09,1026164,Anthropology,2,6
2014-08,1026164,Anthropology,7,2
2011-03,1026272,Anthropology,1,9
2014-08,1026272,Anthropology,6,2
2011-03,1026393,Anthropology,1,9
2014-04,1026393,Anthropology,2,7
2014-05,1026393,Anthropology,3,2
2014-08,1026393,Anthropology,7,2
2011-03,1026728,Anthropology,2,18
2014-04,1026728,Anthropology,4,14
2014-05,1026728,Anthropology,6,3
2014-08,1026728,Anthropology,12,2
2011-03,1026810,Anthropology,1,9
2013-05,1026810,Anthropology,2,13
2013-10,1026810,Anthropology,3,3
2013-12,1026810,Anthropology,6,2
2014-01,1026810,Anthropology,7,20
2014-08,1026810,Anthropology,12,2
2011-03,1026813,Anthropology,1,9
2013-05,1026813,Anthropology,2,13
2013-10,1026813,Anthropology,3,3
2013-12,1026813,Anthropology,6,2
2014-01,1026813,Anthropology,7,20
2014-08,1026813,Anthropology,12,2
2009-04,1027029,Anthropology,2,33
2010-01,1027029,Anthropology,3,25
2011-03,1027029,Anthropology,4,9
2013-04,1027029,Anthropology,5,3
2013-11,1027029,Anthropology,6,17
2014-02,1027029,Anthropology,7,2
2014-08,1027029,Anthropology,11,2
2014-09,1027029,Anthropology,12,5
2009-04,1027030,Anthropology,6,100
2010-01,1027030,Anthropology,9,75
2011-03,1027030,Anthropology,12,27
2013-04,1027030,Anthropology,15,10
2014-02,1027030,Anthropology,18,5
2014-07,1027030,Anthropology,21,4
2014-08,1027030,Anthropology,30,4
2014-09,1027030,Anthropology,39,41
2011-03,1027189,Anthropology,5,46
2012-11,1027189,Anthropology,10,33
2013-03,1027189,Anthropology,15,100
2013-12,1027189,Anthropology,20,4
2014-08,1027189,Anthropology,40,8
2011-03,1027190,Anthropology,2,18
2013-03,1027190,Anthropology,4,40
2013-12,1027190,Anthropology,8,3
2014-08,1027190,Anthropology,16,3
2011-03,1027213,Anthropology,3,27
2012-11,1027213,Anthropology,6,20
2013-03,1027213,Anthropology,9,60
2013-11,1027213,Anthropology,12,50
2014-02,1027213,Anthropology,15,5
2014-08,1027213,Anthropology,30,6
2011-03,1027214,Anthropology,3,27
2012-11,1027214,Anthropology,6,20
2013-03,1027214,Anthropology,9,60
2014-02,1027214,Anthropology,12,5
2014-08,1027214,Anthropology,21,4
2011-03,1027829,Anthropology,3,27
2013-07,1027829,Anthropology,6,75
2014-01,1027829,Anthropology,9,60
2014-02,1027829,Anthropology,12,5
2014-03,1027829,Anthropology,15,18
2014-05,1027829,Anthropology,21,10
2014-08,1027829,Anthropology,30,4
2011-03,1027984,Anthropology,1,9
2013-01,1027984,Anthropology,2,9
2013-10,1027984,Anthropology,3,3
2014-02,1027984,Anthropology,4,2
2014-06,1027984,Anthropology,5,13
2014-07,1027984,Anthropology,6,1
2014-08,1027984,Anthropology,10,2
2011-03,1027995,Anthropology,1,9
2014-02,1027995,Anthropology,2,2
2014-08,1027995,Anthropology,6,2
2011-03,1028275,Anthropology,1,9
2011-08,1028275,Anthropology,2,17
2013-01,1028275,Anthropology,3,9
2014-01,1028275,Anthropology,4,20
2014-02,1028275,Anthropology,5,2
2014-06,1028275,Anthropology,6,13
2014-07,1028275,Anthropology,7,1
2014-08,1028275,Anthropology,12,2
2011-03,1028355,Anthropology,1,9
2013-05,1028355,Anthropology,2,13
2014-02,1028355,Anthropology,3,2
2014-05,1028355,Anthropology,4,2
2014-06,1028355,Anthropology,5,13
2014-08,1028355,Anthropology,9,2
2011-03,1028421,Anthropology,1,9
2014-02,1028421,Anthropology,3,3
2014-07,1028421,Anthropology,5,3
2014-08,1028421,Anthropology,9,2
2011-03,1028423,Anthropology,2,18
2013-01,1028423,Anthropology,4,18
2014-02,1028423,Anthropology,6,3
2014-07,1028423,Anthropology,10,6
2014-08,1028423,Anthropology,20,4
2011-03,1028452,Anthropology,1,9
2013-01,1028452,Anthropology,2,9
2014-02,1028452,Anthropology,4,3
2014-06,1028452,Anthropology,5,13
2014-07,1028452,Anthropology,6,1
2014-08,1028452,Anthropology,12,2
2011-03,1028481,Anthropology,2,18
2013-02,1028481,Anthropology,4,7
2013-06,1028481,Anthropology,6,50
2013-12,1028481,Anthropology,8,2
2014-02,1028481,Anthropology,10,3
2014-07,1028481,Anthropology,14,6
2014-08,1028481,Anthropology,22,3
2011-03,1028517,Anthropology,1,9
2013-01,1028517,Anthropology,2,9
2013-10,1028517,Anthropology,4,7
2013-12,1028517,Anthropology,7,2
2014-07,1028517,Anthropology,8,1
2014-08,1028517,Anthropology,12,2
2011-03,1028604,Anthropology,2,18
2012-01,1028604,Anthropology,4,22
2013-01,1028604,Anthropology,6,18
2013-02,1028604,Anthropology,8,7
2013-12,1028604,Anthropology,12,3
2014-02,1028604,Anthropology,14,3
2014-03,1028604,Anthropology,16,12
2014-08,1028604,Anthropology,24,3
2011-03,1028627,Anthropology,3,27
2013-01,1028627,Anthropology,6,27
2013-02,1028627,Anthropology,9,10
2013-05,1028627,Anthropology,12,38
2013-12,1028627,Anthropology,15,2
2014-06,1028627,Anthropology,18,38
2014-07,1028627,Anthropology,21,4
2014-08,1028627,Anthropology,36,6
2011-03,1028643,Anthropology,1,9
2012-01,1028643,Anthropology,2,11
2013-12,1028643,Anthropology,4,2
2014-08,1028643,Anthropology,10,2
2011-03,1028663,Anthropology,2,18
2014-02,1028663,Anthropology,6,6
2014-07,1028663,Anthropology,8,3
2014-08,1028663,Anthropology,18,4
2011-03,1028706,Anthropology,2,18
2012-01,1028706,Anthropology,4,22
2013-01,1028706,Anthropology,6,18
2014-01,1028706,Anthropology,10,80
2014-05,1028706,Anthropology,14,6
2014-08,1028706,Anthropology,22,3
2011-03,1028718,Anthropology,1,9
2013-12,1028718,Anthropology,2,1
2014-01,1028718,Anthropology,3,20
2014-02,1028718,Anthropology,4,2
2014-04,1028718,Anthropology,5,7
2014-07,1028718,Anthropology,6,1
2014-08,1028718,Anthropology,9,1
2011-03,1028755,Anthropology,1,9
2013-01,1028755,Anthropology,2,9
2013-09,1028755,Anthropology,3,6
2014-02,1028755,Anthropology,4,2
2014-06,1028755,Anthropology,5,13
2014-08,1028755,Anthropology,10,2
2011-03,1028757,Anthropology,3,27
2012-01,1028757,Anthropology,6,33
2013-01,1028757,Anthropology,9,27
2013-09,1028757,Anthropology,12,19
2014-02,1028757,Anthropology,15,5
2014-07,1028757,Anthropology,21,8
2014-08,1028757,Anthropology,33,5
2011-03,1028798,Anthropology,3,27
2013-01,1028798,Anthropology,6,27
2013-12,1028798,Anthropology,12,5
2014-04,1028798,Anthropology,15,21
2014-06,1028798,Anthropology,21,75
2014-08,1028798,Anthropology,30,4
2011-03,1029105,Anthropology,2,18
2013-02,1029105,Anthropology,6,13
2014-01,1029105,Anthropology,8,40
2014-04,1029105,Anthropology,10,14
2014-05,1029105,Anthropology,12,3
2014-08,1029105,Anthropology,20,3
2008-10,1029280,Anthropology,15,100
2012-11,1029280,Anthropology,30,100
2013-02,1029280,Anthropology,60,100
2014-07,1029280,Anthropology,75,21
2014-08,1029280,Anthropology,135,24
2011-03,1029325,Anthropology,1,9
2013-02,1029325,Anthropology,3,7
2013-11,1029325,Anthropology,4,17
2014-06,1029325,Anthropology,5,13
2014-07,1029325,Anthropology,6,1
2014-08,1029325,Anthropology,9,1
2011-03,1029365,Anthropology,1,9
2013-02,1029365,Anthropology,3,7
2013-11,1029365,Anthropology,4,17
2014-06,1029365,Anthropology,5,13
2014-07,1029365,Anthropology,6,1
2014-08,1029365,Anthropology,9,1
2011-03,1029366,Anthropology,1,9
2013-02,1029366,Anthropology,3,7
2013-11,1029366,Anthropology,4,17
2014-02,1029366,Anthropology,5,2
2014-06,1029366,Anthropology,6,13
2014-07,1029366,Anthropology,7,1
2014-08,1029366,Anthropology,10,1
2011-03,1029367,Anthropology,1,9
2013-02,1029367,Anthropology,3,7
2013-11,1029367,Anthropology,4,17
2014-02,1029367,Anthropology,5,2
2014-06,1029367,Anthropology,6,13
2014-07,1029367,Anthropology,7,1
2014-08,1029367,Anthropology,10,1
2011-03,1029370,Anthropology,1,9
2012-12,1029370,Anthropology,2,33
2013-02,1029370,Anthropology,4,7
2013-11,1029370,Anthropology,5,17
2014-02,1029370,Anthropology,6,2
2014-06,1029370,Anthropology,7,13
2014-07,1029370,Anthropology,8,1
2014-08,1029370,Anthropology,11,1
2011-03,1029371,Anthropology,1,9
2013-02,1029371,Anthropology,3,7
2013-11,1029371,Anthropology,4,17
2014-06,1029371,Anthropology,5,13
2014-07,1029371,Anthropology,6,1
2014-08,1029371,Anthropology,9,1
2011-03,1029372,Anthropology,1,9
2013-02,1029372,Anthropology,3,7
2013-11,1029372,Anthropology,4,17
2014-06,1029372,Anthropology,5,13
2014-07,1029372,Anthropology,6,1
2014-08,1029372,Anthropology,9,1
2011-03,1029373,Anthropology,1,9
2013-02,1029373,Anthropology,3,7
2013-11,1029373,Anthropology,4,17
2014-02,1029373,Anthropology,5,2
2014-06,1029373,Anthropology,6,13
2014-07,1029373,Anthropology,7,1
2014-08,1029373,Anthropology,10,1
2008-10,1029374,Anthropology,3,20
2012-11,1029374,Anthropology,6,20
2013-02,1029374,Anthropology,12,20
2014-07,1029374,Anthropology,15,4
2014-08,1029374,Anthropology,27,5
2011-03,1029417,Anthropology,1,9
2014-08,1029417,Anthropology,8,3
2011-03,1029523,Anthropology,1,9
2013-01,1029523,Anthropology,2,9
2014-02,1029523,Anthropology,3,2
2014-06,1029523,Anthropology,6,38
2014-08,1029523,Anthropology,11,2
2011-03,1053535,Anthropology,2,18
2014-08,1053535,Anthropology,14,5
2009-10,1083522,Anthropology,1,25
2013-11,1083522,Anthropology,2,17
2014-02,1083522,Anthropology,3,2
2014-07,1083522,Anthropology,4,1
2014-08,1083522,Anthropology,8,2
2009-10,1083625,Anthropology,1,25
2014-01,1083625,Anthropology,2,20
2014-02,1083625,Anthropology,3,2
2014-07,1083625,Anthropology,4,1
2014-08,1083625,Anthropology,8,2
2011-03,1083690,Anthropology,2,18
2014-02,1083690,Anthropology,4,3
2014-05,1083690,Anthropology,6,3
2014-06,1083690,Anthropology,8,25
2014-08,1083690,Anthropology,16,3
2011-03,1083932,Anthropology,2,18
2011-06,1083932,Anthropology,4,25
2013-12,1083932,Anthropology,6,2
2014-01,1083932,Anthropology,8,40
2014-02,1083932,Anthropology,10,3
2014-08,1083932,Anthropology,22,5
2011-03,1084042,Anthropology,2,18
2014-01,1084042,Anthropology,4,40
2014-03,1084042,Anthropology,8,24
2014-05,1084042,Anthropology,10,3
2014-06,1084042,Anthropology,12,25
2014-08,1084042,Anthropology,20,3
2011-03,1086326,Anthropology,4,36
2014-08,1086326,Anthropology,28,10
2011-03,1086405,Anthropology,3,27
2013-02,1086405,Anthropology,6,10
2013-05,1086405,Anthropology,9,38
2014-02,1086405,Anthropology,12,5
2014-07,1086405,Anthropology,18,8
2014-08,1086405,Anthropology,33,6
2011-03,1086456,Anthropology,3,27
2014-02,1086456,Anthropology,6,5
2014-08,1086456,Anthropology,15,4
2011-03,1086510,Anthropology,2,18
2013-01,1086510,Anthropology,4,18
2014-05,1086510,Anthropology,6,3
2014-08,1086510,Anthropology,14,3
2011-03,1086542,Anthropology,2,18
