"","date","CAT_irn","FieldDept","cumulative","rel_freq"
"2693","2014-08",1354130,"Anthropology",20,2
"2698","2011-03",1354168,"Anthropology",10,91
"2699","2012-08",1354168,"Anthropology",20,100
"2700","2012-11",1354168,"Anthropology",30,67
"2701","2013-02",1354168,"Anthropology",50,67
"2702","2013-09",1354168,"Anthropology",60,63
"2703","2014-08",1354168,"Anthropology",110,20
"2704","2008-10",1354279,"Anthropology",5,33
"2705","2012-08",1354279,"Anthropology",10,50
"2706","2012-11",1354279,"Anthropology",15,33
"2707","2014-05",1354279,"Anthropology",20,8
"2708","2014-08",1354279,"Anthropology",40,8
"2713","2011-03",1354295,"Anthropology",3,27
"2714","2012-08",1354295,"Anthropology",6,30
"2715","2012-11",1354295,"Anthropology",9,20
"2716","2014-04",1354295,"Anthropology",12,21
"2717","2014-08",1354295,"Anthropology",24,5
"2718","2009-11",1354302,"Anthropology",2,67
"2719","2010-02",1354302,"Anthropology",4,3
"2720","2010-12",1354302,"Anthropology",6,3
"2721","2011-11",1354302,"Anthropology",8,7
"2722","2012-11",1354302,"Anthropology",10,13
"2723","2014-02",1354302,"Anthropology",12,3
"2724","2014-08",1354302,"Anthropology",22,4
"2725","2011-03",1354358,"Anthropology",1,9
"2726","2012-08",1354358,"Anthropology",2,10
"2727","2013-02",1354358,"Anthropology",4,7
"2728","2014-01",1354358,"Anthropology",5,20
"2729","2014-02",1354358,"Anthropology",6,2
"2730","2014-08",1354358,"Anthropology",11,2
"2731","2011-03",1354717,"Anthropology",2,18
"2732","2013-02",1354717,"Anthropology",4,7
"2733","2014-02",1354717,"Anthropology",6,3
"2734","2014-07",1354717,"Anthropology",8,3
"2735","2014-08",1354717,"Anthropology",14,2
"2736","2011-03",1354959,"Anthropology",2,18
"2737","2013-02",1354959,"Anthropology",4,7
"2738","2014-02",1354959,"Anthropology",6,3
"2739","2014-07",1354959,"Anthropology",8,3
"2740","2014-08",1354959,"Anthropology",14,2
"2741","2011-03",1355006,"Anthropology",1,9
"2742","2013-02",1355006,"Anthropology",2,3
"2743","2013-09",1355006,"Anthropology",3,6
"2744","2013-10",1355006,"Anthropology",5,7
"2745","2014-08",1355006,"Anthropology",11,2
"2749","2011-03",1355305,"Anthropology",5,46
"2750","2012-08",1355305,"Anthropology",10,50
"2751","2013-05",1355305,"Anthropology",15,63
"2752","2013-12",1355305,"Anthropology",20,4
"2753","2014-02",1355305,"Anthropology",25,8
"2754","2014-08",1355305,"Anthropology",55,12
"2755","2011-03",1355306,"Anthropology",2,18
"2756","2013-02",1355306,"Anthropology",4,7
"2757","2013-11",1355306,"Anthropology",6,33
"2758","2014-05",1355306,"Anthropology",8,3
"2759","2014-08",1355306,"Anthropology",20,5
"2760","2011-03",1355307,"Anthropology",2,18
"2761","2013-02",1355307,"Anthropology",4,7
"2762","2013-05",1355307,"Anthropology",8,50
"2763","2013-11",1355307,"Anthropology",10,33
"2764","2014-07",1355307,"Anthropology",12,3
"2765","2014-08",1355307,"Anthropology",22,4
"2777","2011-03",1373889,"Anthropology",3,27
"2778","2013-01",1373889,"Anthropology",6,27
"2779","2013-02",1373889,"Anthropology",9,10
"2780","2013-05",1373889,"Anthropology",12,38
"2781","2013-12",1373889,"Anthropology",15,2
"2782","2014-02",1373889,"Anthropology",18,5
"2783","2014-07",1373889,"Anthropology",24,8
"2784","2014-08",1373889,"Anthropology",42,7
"2785","2011-03",1373890,"Anthropology",3,27
"2786","2011-06",1373890,"Anthropology",6,38
"2787","2012-12",1373890,"Anthropology",9,100
"2788","2013-02",1373890,"Anthropology",12,10
"2789","2013-12",1373890,"Anthropology",15,2
"2790","2014-05",1373890,"Anthropology",18,5
"2791","2014-08",1373890,"Anthropology",36,7
"2797","2011-03",1388437,"Anthropology",2,18
"2798","2013-07",1388437,"Anthropology",4,50
"2799","2013-11",1388437,"Anthropology",6,33
"2800","2014-05",1388437,"Anthropology",8,3
"2801","2014-07",1388437,"Anthropology",10,3
"2802","2014-08",1388437,"Anthropology",18,3
"2803","2011-03",1388438,"Anthropology",2,18
"2804","2013-07",1388438,"Anthropology",4,50
"2805","2013-11",1388438,"Anthropology",6,33
"2806","2014-05",1388438,"Anthropology",8,3
"2807","2014-07",1388438,"Anthropology",10,3
"2808","2014-08",1388438,"Anthropology",18,3
"2809","2011-03",1388439,"Anthropology",2,18
"2810","2013-07",1388439,"Anthropology",4,50
"2811","2013-11",1388439,"Anthropology",6,33
"2812","2014-05",1388439,"Anthropology",8,3
"2813","2014-07",1388439,"Anthropology",10,3
"2814","2014-08",1388439,"Anthropology",18,3
"2821","2008-12",1391761,"Anthropology",2,0
"2822","2011-03",1391761,"Anthropology",4,18
"2823","2013-11",1391761,"Anthropology",6,33
"2824","2013-12",1391761,"Anthropology",8,2
"2825","2014-07",1391761,"Anthropology",10,3
"2826","2014-08",1391761,"Anthropology",18,3
"2827","2008-12",1391783,"Anthropology",3,1
"2828","2009-11",1391783,"Anthropology",6,100
"2829","2010-02",1391783,"Anthropology",9,5
"2830","2010-07",1391783,"Anthropology",12,17
"2831","2010-12",1391783,"Anthropology",15,5
"2832","2011-10",1391783,"Anthropology",18,10
"2833","2012-03",1391783,"Anthropology",21,100
"2834","2013-11",1391783,"Anthropology",24,50
"2835","2014-07",1391783,"Anthropology",27,4
"2836","2014-08",1391783,"Anthropology",42,6
"2837","2008-12",1391858,"Anthropology",2,0
"2838","2009-10",1391858,"Anthropology",4,50
"2839","2009-11",1391858,"Anthropology",6,67
"2840","2010-12",1391858,"Anthropology",8,3
"2841","2011-10",1391858,"Anthropology",10,7
"2842","2011-11",1391858,"Anthropology",12,7
"2843","2013-11",1391858,"Anthropology",16,67
"2844","2014-07",1391858,"Anthropology",18,3
"2845","2014-08",1391858,"Anthropology",28,4
"2846","2011-03",1395068,"Anthropology",1,9
"2847","2011-07",1395068,"Anthropology",3,100
"2848","2013-11",1395068,"Anthropology",4,17
"2849","2013-12",1395068,"Anthropology",5,1
"2850","2014-03",1395068,"Anthropology",6,6
"2851","2014-04",1395068,"Anthropology",7,7
"2852","2014-08",1395068,"Anthropology",10,1
"2861","2010-03",1418004,"Anthropology",4,24
"2862","2010-05",1418004,"Anthropology",6,100
"2863","2012-08",1418004,"Anthropology",10,40
"2864","2013-10",1418004,"Anthropology",12,7
"2865","2013-11",1418004,"Anthropology",14,33
"2866","2013-12",1418004,"Anthropology",16,2
"2867","2014-07",1418004,"Anthropology",18,3
"2868","2014-08",1418004,"Anthropology",24,2
"2869","2010-03",1418007,"Anthropology",4,24
"2870","2010-05",1418007,"Anthropology",6,100
"2871","2012-08",1418007,"Anthropology",10,40
"2872","2013-11",1418007,"Anthropology",14,67
"2873","2013-12",1418007,"Anthropology",16,2
"2874","2014-07",1418007,"Anthropology",18,3
"2875","2014-08",1418007,"Anthropology",24,2
"2876","2011-03",1445550,"Anthropology",3,27
"2877","2012-01",1445550,"Anthropology",6,33
"2878","2013-12",1445550,"Anthropology",12,5
"2879","2014-08",1445550,"Anthropology",21,4
"2880","2014-09",1445550,"Anthropology",24,14
"2881","2011-03",1445555,"Anthropology",3,27
"2882","2012-01",1445555,"Anthropology",6,33
"2883","2013-12",1445555,"Anthropology",9,2
"2884","2014-08",1445555,"Anthropology",18,4
"2885","2014-09",1445555,"Anthropology",21,14
"2904","2010-07",1765359,"Anthropology",2,11
"2905","2010-10",1765359,"Anthropology",3,100
"2906","2011-06",1765359,"Anthropology",4,13
"2907","2011-07",1765359,"Anthropology",5,50
"2908","2011-09",1765359,"Anthropology",6,50
"2909","2012-04",1765359,"Anthropology",7,25
"2910","2012-08",1765359,"Anthropology",8,10
"2911","2012-12",1765359,"Anthropology",9,33
"2912","2014-02",1765359,"Anthropology",11,3
"2913","2014-08",1765359,"Anthropology",15,2
"2914","2010-07",1765360,"Anthropology",2,11
"2915","2010-10",1765360,"Anthropology",3,100
"2916","2011-06",1765360,"Anthropology",4,13
"2917","2011-07",1765360,"Anthropology",5,50
"2918","2011-09",1765360,"Anthropology",6,50
"2919","2012-04",1765360,"Anthropology",7,25
"2920","2012-08",1765360,"Anthropology",8,10
"2921","2012-12",1765360,"Anthropology",9,33
"2922","2014-02",1765360,"Anthropology",11,3
"2923","2014-08",1765360,"Anthropology",16,2
"2924","2010-07",1765374,"Anthropology",2,11
"2925","2010-10",1765374,"Anthropology",3,100
"2926","2011-06",1765374,"Anthropology",4,13
"2927","2011-07",1765374,"Anthropology",5,50
"2928","2011-09",1765374,"Anthropology",6,50
"2929","2012-04",1765374,"Anthropology",7,25
"2930","2012-08",1765374,"Anthropology",8,10
"2931","2012-12",1765374,"Anthropology",9,33
"2932","2013-11",1765374,"Anthropology",10,17
"2933","2014-02",1765374,"Anthropology",12,3
"2934","2014-07",1765374,"Anthropology",13,1
"2935","2014-08",1765374,"Anthropology",17,2
"2936","2010-07",1765375,"Anthropology",2,11
"2937","2010-10",1765375,"Anthropology",3,100
"2938","2011-06",1765375,"Anthropology",4,13
"2939","2011-09",1765375,"Anthropology",5,50
"2940","2012-04",1765375,"Anthropology",6,25
"2941","2012-08",1765375,"Anthropology",7,10
"2942","2012-12",1765375,"Anthropology",8,33
"2943","2013-11",1765375,"Anthropology",9,17
"2944","2014-02",1765375,"Anthropology",11,3
"2945","2014-07",1765375,"Anthropology",12,1
"2946","2014-08",1765375,"Anthropology",15,1
"2947","2010-07",1765377,"Anthropology",2,11
"2948","2010-10",1765377,"Anthropology",3,100
"2949","2011-06",1765377,"Anthropology",4,13
"2950","2011-07",1765377,"Anthropology",5,50
"2951","2011-09",1765377,"Anthropology",6,50
"2952","2012-04",1765377,"Anthropology",7,25
"2953","2012-08",1765377,"Anthropology",8,10
"2954","2012-12",1765377,"Anthropology",9,33
"2955","2013-11",1765377,"Anthropology",10,17
"2956","2014-02",1765377,"Anthropology",12,3
"2957","2014-07",1765377,"Anthropology",13,1
"2958","2014-08",1765377,"Anthropology",17,2
"2959","2014-09",1765377,"Anthropology",18,5
"2960","2010-07",1765378,"Anthropology",2,11
"2961","2010-10",1765378,"Anthropology",3,100
"2962","2011-06",1765378,"Anthropology",4,13
"2963","2011-07",1765378,"Anthropology",5,50
"2964","2011-09",1765378,"Anthropology",6,50
"2965","2012-04",1765378,"Anthropology",7,25
"2966","2012-08",1765378,"Anthropology",8,10
"2967","2012-12",1765378,"Anthropology",9,33
"2968","2013-11",1765378,"Anthropology",10,17
"2969","2014-02",1765378,"Anthropology",11,2
"2970","2014-07",1765378,"Anthropology",12,1
"2971","2014-08",1765378,"Anthropology",16,2
"2972","2014-09",1765378,"Anthropology",17,5
"2975","2010-12",1809856,"Anthropology",4,7
"2976","2011-07",1809856,"Anthropology",5,50
"2977","2011-09",1809856,"Anthropology",6,50
"2978","2012-08",1809856,"Anthropology",7,10
"2979","2012-12",1809856,"Anthropology",8,33
"2980","2013-12",1809856,"Anthropology",9,1
"2981","2014-03",1809856,"Anthropology",10,6
"2982","2014-07",1809856,"Anthropology",11,1
"2983","2014-08",1809856,"Anthropology",15,2
"2984","2014-09",1809856,"Anthropology",16,5
"2985","2011-01",1810085,"Anthropology",3,100
"2986","2011-07",1810085,"Anthropology",4,50
"2987","2011-09",1810085,"Anthropology",6,100
"2988","2012-09",1810085,"Anthropology",8,40
"2989","2012-12",1810085,"Anthropology",9,33
"2990","2013-02",1810085,"Anthropology",11,7
"2991","2013-12",1810085,"Anthropology",12,1
"2992","2014-08",1810085,"Anthropology",16,2
"2993","2014-09",1810085,"Anthropology",17,5
"2994","2011-01",1812428,"Anthropology",2,67
"2995","2011-02",1812428,"Anthropology",3,100
"2996","2011-09",1812428,"Anthropology",4,50
"2997","2012-09",1812428,"Anthropology",7,60
"2998","2012-10",1812428,"Anthropology",8,50
"2999","2012-12",1812428,"Anthropology",9,33
"3000","2013-02",1812428,"Anthropology",11,7
"3001","2013-11",1812428,"Anthropology",12,17
"3002","2014-07",1812428,"Anthropology",13,1
"3003","2014-08",1812428,"Anthropology",18,2
"3004","2014-09",1812428,"Anthropology",19,5
"3005","2011-01",1812429,"Anthropology",2,67
"3006","2011-02",1812429,"Anthropology",3,100
"3007","2011-09",1812429,"Anthropology",4,50
"3008","2012-09",1812429,"Anthropology",9,100
"3009","2012-10",1812429,"Anthropology",10,50
"3010","2012-12",1812429,"Anthropology",11,33
"3011","2013-02",1812429,"Anthropology",13,7
"3012","2013-11",1812429,"Anthropology",14,17
"3013","2014-07",1812429,"Anthropology",15,1
"3014","2014-08",1812429,"Anthropology",20,2
"3015","2014-09",1812429,"Anthropology",21,5
"4332","2012-04",2150332,"Anthropology",1,25
"4333","2012-11",2150332,"Anthropology",2,7
"4334","2012-12",2150332,"Anthropology",5,100
"4335","2013-02",2150332,"Anthropology",7,7
"4336","2014-06",2150332,"Anthropology",8,13
"4337","2014-07",2150332,"Anthropology",9,1
"4338","2014-08",2150332,"Anthropology",14,2
"4339","2012-04",2153321,"Anthropology",1,25
"4340","2012-11",2153321,"Anthropology",2,7
"4341","2013-01",2153321,"Anthropology",4,18
"4342","2013-02",2153321,"Anthropology",5,3
"4343","2014-05",2153321,"Anthropology",7,3
"4344","2014-08",2153321,"Anthropology",12,2
"4349","2012-04",2154832,"Anthropology",1,25
"4350","2012-10",2154832,"Anthropology",2,50
"4351","2012-11",2154832,"Anthropology",3,7
"4352","2013-01",2154832,"Anthropology",6,27
"4353","2013-02",2154832,"Anthropology",7,3
"4354","2013-10",2154832,"Anthropology",9,7
"4355","2014-07",2154832,"Anthropology",11,3
"4356","2014-08",2154832,"Anthropology",17,2
"4363","2013-03",2204634,"Geology_Paleobotany",3,27
"4364","2013-04",2204634,"Geology_Paleobotany",6,50
"4365","2013-07",2204634,"Geology_Paleobotany",9,29
"4366","2014-04",2204634,"Geology_Paleobotany",12,25
"4367","2014-06",2204634,"Geology_Paleobotany",15,60
"4368","2013-03",2204647,"Geology_Paleobotany",3,10
"4369","2013-04",2204647,"Geology_Paleobotany",6,75
"4370","2013-07",2204647,"Geology_Paleobotany",9,21
"4371","2013-08",2204647,"Geology_Paleobotany",12,38
"4372","2014-04",2204647,"Geology_Paleobotany",24,60
"4373","2014-06",2204647,"Geology_Paleobotany",27,10
"4422","2013-04",2254830,"Geology_Paleobotany",3,10
"4423","2013-07",2254830,"Geology_Paleobotany",6,75
"4424","2013-08",2254830,"Geology_Paleobotany",9,21
"4425","2014-04",2254830,"Geology_Paleobotany",21,38
"4426","2014-06",2254830,"Geology_Paleobotany",24,10
"4427","2013-04",2254832,"Geology_Paleobotany",3,75
"4428","2013-07",2254832,"Geology_Paleobotany",6,38
"4429","2013-08",2254832,"Geology_Paleobotany",9,86
"4430","2014-04",2254832,"Geology_Paleobotany",21,38
"4431","2014-06",2254832,"Geology_Paleobotany",24,10
"4432","2013-04",2254834,"Geology_Paleobotany",3,75
"4433","2013-07",2254834,"Geology_Paleobotany",6,38
"4434","2013-08",2254834,"Geology_Paleobotany",9,86
"4435","2014-04",2254834,"Geology_Paleobotany",21,38
"4436","2014-06",2254834,"Geology_Paleobotany",24,10
"4437","2013-04",2254836,"Geology_Paleobotany",3,75
"4438","2013-07",2254836,"Geology_Paleobotany",6,38
"4439","2013-08",2254836,"Geology_Paleobotany",9,86
"4440","2014-04",2254836,"Geology_Paleobotany",21,38
"4441","2014-06",2254836,"Geology_Paleobotany",24,10
"4442","2013-04",2254838,"Geology_Paleobotany",3,75
"4443","2013-07",2254838,"Geology_Paleobotany",6,38
"4444","2013-08",2254838,"Geology_Paleobotany",9,86
"4445","2014-04",2254838,"Geology_Paleobotany",21,38
"4446","2014-06",2254838,"Geology_Paleobotany",24,10
"4447","2013-04",2254840,"Geology_Paleobotany",3,75
"4448","2013-07",2254840,"Geology_Paleobotany",6,38
"4449","2013-08",2254840,"Geology_Paleobotany",9,86
"4450","2014-04",2254840,"Geology_Paleobotany",21,38
"4451","2014-06",2254840,"Geology_Paleobotany",24,10
"4452","2013-04",2255012,"Geology_Paleobotany",3,75
"4453","2013-07",2255012,"Geology_Paleobotany",6,38
"4454","2013-08",2255012,"Geology_Paleobotany",9,86
"4455","2014-04",2255012,"Geology_Paleobotany",21,38
"4456","2014-06",2255012,"Geology_Paleobotany",24,10
"4461","2013-04",2255016,"Geology_Paleobotany",3,10
"4462","2013-07",2255016,"Geology_Paleobotany",6,75
"4463","2013-08",2255016,"Geology_Paleobotany",9,21
"4464","2014-04",2255016,"Geology_Paleobotany",21,38
"4465","2014-06",2255016,"Geology_Paleobotany",24,10
"4466","2013-04",2255018,"Geology_Paleobotany",3,75
"4467","2013-07",2255018,"Geology_Paleobotany",6,38
"4468","2013-08",2255018,"Geology_Paleobotany",9,86
"4469","2014-04",2255018,"Geology_Paleobotany",21,38
"4470","2014-06",2255018,"Geology_Paleobotany",24,10
"4471","2013-04",2255020,"Geology_Paleobotany",3,75
"4472","2013-07",2255020,"Geology_Paleobotany",6,38
"4473","2013-08",2255020,"Geology_Paleobotany",9,86
"4474","2014-04",2255020,"Geology_Paleobotany",21,38
"4475","2014-06",2255020,"Geology_Paleobotany",24,10
"4476","2013-04",2255022,"Geology_Paleobotany",3,75
"4477","2013-07",2255022,"Geology_Paleobotany",6,38
"4478","2013-08",2255022,"Geology_Paleobotany",9,86
"4479","2014-04",2255022,"Geology_Paleobotany",21,38
"4480","2014-06",2255022,"Geology_Paleobotany",24,10
"4481","2013-04",2255024,"Geology_Paleobotany",3,75
"4482","2013-07",2255024,"Geology_Paleobotany",6,38
"4483","2013-08",2255024,"Geology_Paleobotany",9,86
"4484","2014-04",2255024,"Geology_Paleobotany",21,38
"4485","2014-06",2255024,"Geology_Paleobotany",24,10
"4486","2013-04",2255026,"Geology_Paleobotany",3,75
"4487","2013-07",2255026,"Geology_Paleobotany",6,38
"4488","2013-08",2255026,"Geology_Paleobotany",9,86
"4489","2014-04",2255026,"Geology_Paleobotany",21,38
"4490","2014-06",2255026,"Geology_Paleobotany",24,10
"4491","2013-04",2255027,"Geology_Paleobotany",3,75
"4492","2013-07",2255027,"Geology_Paleobotany",6,38
"4493","2013-08",2255027,"Geology_Paleobotany",9,86
"4494","2014-04",2255027,"Geology_Paleobotany",21,38
"4495","2014-06",2255027,"Geology_Paleobotany",24,10
"4500","2013-04",2255579,"Geology_Paleobotany",6,10
"4501","2013-07",2255579,"Geology_Paleobotany",9,75
"4502","2013-08",2255579,"Geology_Paleobotany",12,21
"4503","2014-04",2255579,"Geology_Paleobotany",24,38
"4504","2014-06",2255579,"Geology_Paleobotany",27,21
"4505","2013-04",2259446,"Geology_Paleobotany",1,75
"4506","2013-07",2259446,"Geology_Paleobotany",2,38
"4507","2013-08",2259446,"Geology_Paleobotany",3,86
"4508","2013-09",2259446,"Geology_Paleobotany",4,38
"4509","2014-06",2259446,"Geology_Paleobotany",5,3
"4510","2013-04",2259448,"Geology_Paleobotany",1,25
"4511","2013-07",2259448,"Geology_Paleobotany",2,13
"4512","2013-08",2259448,"Geology_Paleobotany",3,6
"4513","2013-09",2259448,"Geology_Paleobotany",4,13
"4514","2014-06",2259448,"Geology_Paleobotany",5,3
"4515","2013-04",2259450,"Geology_Paleobotany",1,25
"4516","2013-07",2259450,"Geology_Paleobotany",2,13
"4517","2013-08",2259450,"Geology_Paleobotany",3,6
"4518","2013-09",2259450,"Geology_Paleobotany",4,13
"4519","2014-06",2259450,"Geology_Paleobotany",5,3
"4520","2013-04",2259452,"Geology_Paleobotany",1,25
"4521","2013-07",2259452,"Geology_Paleobotany",2,13
"4522","2013-08",2259452,"Geology_Paleobotany",3,6
"4523","2013-09",2259452,"Geology_Paleobotany",4,13
"4524","2014-06",2259452,"Geology_Paleobotany",5,3
"4525","2013-04",2259454,"Geology_Paleobotany",1,25
"4526","2013-07",2259454,"Geology_Paleobotany",2,13
"4527","2013-08",2259454,"Geology_Paleobotany",3,6
"4528","2013-09",2259454,"Geology_Paleobotany",4,13
"4529","2014-06",2259454,"Geology_Paleobotany",5,3
"4530","2013-04",2259456,"Geology_Paleobotany",1,25
"4531","2013-07",2259456,"Geology_Paleobotany",2,13
"4532","2013-08",2259456,"Geology_Paleobotany",3,6
"4533","2013-09",2259456,"Geology_Paleobotany",4,13
"4534","2014-06",2259456,"Geology_Paleobotany",5,3
"4535","2013-04",2259459,"Geology_Paleobotany",1,25
"4536","2013-07",2259459,"Geology_Paleobotany",2,13
"4537","2013-08",2259459,"Geology_Paleobotany",3,6
"4538","2013-09",2259459,"Geology_Paleobotany",4,13
"4539","2014-06",2259459,"Geology_Paleobotany",5,3
"4540","2013-04",2259461,"Geology_Paleobotany",1,25
"4541","2013-07",2259461,"Geology_Paleobotany",2,13
"4542","2013-08",2259461,"Geology_Paleobotany",3,6
"4543","2013-09",2259461,"Geology_Paleobotany",4,13
"4544","2014-06",2259461,"Geology_Paleobotany",5,3
"4545","2013-04",2265763,"Geology_Paleobotany",1,25
"4546","2013-07",2265763,"Geology_Paleobotany",2,13
"4547","2013-08",2265763,"Geology_Paleobotany",3,6
"4548","2013-09",2265763,"Geology_Paleobotany",4,13
"4549","2014-06",2265763,"Geology_Paleobotany",5,3
"4550","2013-04",2265765,"Geology_Paleobotany",1,25
"4551","2013-07",2265765,"Geology_Paleobotany",2,13
"4552","2013-08",2265765,"Geology_Paleobotany",3,6
"4553","2013-09",2265765,"Geology_Paleobotany",4,13
"4554","2014-06",2265765,"Geology_Paleobotany",5,3
"4555","2013-04",2265767,"Geology_Paleobotany",1,25
"4556","2013-07",2265767,"Geology_Paleobotany",2,13
"4557","2013-08",2265767,"Geology_Paleobotany",3,6
"4558","2013-09",2265767,"Geology_Paleobotany",4,13
"4559","2014-06",2265767,"Geology_Paleobotany",5,3
"4560","2013-04",2265769,"Geology_Paleobotany",1,25
"4561","2013-07",2265769,"Geology_Paleobotany",2,13
"4562","2013-08",2265769,"Geology_Paleobotany",3,6
"4563","2013-09",2265769,"Geology_Paleobotany",4,13
"4564","2014-06",2265769,"Geology_Paleobotany",5,3
"4565","2013-04",2269488,"Geology_Paleobotany",1,25
"4566","2013-07",2269488,"Geology_Paleobotany",2,13
"4567","2013-08",2269488,"Geology_Paleobotany",3,6
"4568","2014-04",2269488,"Geology_Paleobotany",7,13
"4569","2014-06",2269488,"Geology_Paleobotany",8,3
"4574","2013-04",2278549,"Geology_Paleobotany",1,3
"4575","2013-07",2278549,"Geology_Paleobotany",2,25
"4576","2013-08",2278549,"Geology_Paleobotany",3,13
"4577","2013-09",2278549,"Geology_Paleobotany",4,13
"4578","2014-06",2278549,"Geology_Paleobotany",5,3
"4579","2013-04",2278550,"Geology_Paleobotany",3,25
"4580","2013-07",2278550,"Geology_Paleobotany",6,13
"4581","2013-08",2278550,"Geology_Paleobotany",9,6
"4582","2014-04",2278550,"Geology_Paleobotany",21,13
"4583","2014-06",2278550,"Geology_Paleobotany",24,10
"4584","2013-04",2278552,"Geology_Paleobotany",3,75
"4585","2013-07",2278552,"Geology_Paleobotany",6,38
"4586","2013-08",2278552,"Geology_Paleobotany",9,86
"4587","2014-04",2278552,"Geology_Paleobotany",21,38
"4588","2014-06",2278552,"Geology_Paleobotany",24,10
"4612","2013-04",2278593,"Geology_Paleobotany",3,3
"4613","2013-07",2278593,"Geology_Paleobotany",6,25
"4614","2013-08",2278593,"Geology_Paleobotany",9,6
"4615","2014-04",2278593,"Geology_Paleobotany",21,13
"4616","2014-06",2278593,"Geology_Paleobotany",24,10
"4654","2013-04",2299107,"Geology_Paleobotany",3,13
"4655","2013-07",2299107,"Geology_Paleobotany",6,21
"4656","2013-08",2299107,"Geology_Paleobotany",9,75
"4657","2013-09",2299107,"Geology_Paleobotany",15,38
"4658","2014-06",2299107,"Geology_Paleobotany",18,10
"4659","2013-04",2299108,"Geology_Paleobotany",3,75
"4660","2013-07",2299108,"Geology_Paleobotany",6,38
"4661","2013-08",2299108,"Geology_Paleobotany",9,38
"4662","2013-09",2299108,"Geology_Paleobotany",15,38
"4663","2014-06",2299108,"Geology_Paleobotany",18,10
"4664","2013-04",2299109,"Geology_Paleobotany",3,75
"4665","2013-07",2299109,"Geology_Paleobotany",6,38
"4666","2013-08",2299109,"Geology_Paleobotany",9,38
"4667","2013-09",2299109,"Geology_Paleobotany",15,38
"4668","2014-06",2299109,"Geology_Paleobotany",18,10
"4672","2013-04",2299112,"Geology_Paleobotany",3,38
"4673","2013-07",2299112,"Geology_Paleobotany",6,21
"4674","2013-08",2299112,"Geology_Paleobotany",9,75
"4675","2013-09",2299112,"Geology_Paleobotany",15,38
"4676","2014-06",2299112,"Geology_Paleobotany",18,10
"4677","2013-04",2299114,"Geology_Paleobotany",3,75
"4678","2013-07",2299114,"Geology_Paleobotany",6,38
"4679","2013-08",2299114,"Geology_Paleobotany",9,38
"4680","2013-09",2299114,"Geology_Paleobotany",15,38
"4681","2014-06",2299114,"Geology_Paleobotany",18,10
"4682","2013-04",2299115,"Geology_Paleobotany",3,75
"4683","2013-07",2299115,"Geology_Paleobotany",6,38
"4684","2013-08",2299115,"Geology_Paleobotany",9,38
"4685","2013-09",2299115,"Geology_Paleobotany",15,38
"4686","2014-06",2299115,"Geology_Paleobotany",18,10
"4687","2013-04",2299116,"Geology_Paleobotany",3,75
"4688","2013-07",2299116,"Geology_Paleobotany",6,38
"4689","2013-08",2299116,"Geology_Paleobotany",9,38
"4690","2013-09",2299116,"Geology_Paleobotany",15,38
"4691","2014-06",2299116,"Geology_Paleobotany",18,10
"4692","2013-04",2299117,"Geology_Paleobotany",3,75
"4693","2013-07",2299117,"Geology_Paleobotany",6,38
"4694","2013-08",2299117,"Geology_Paleobotany",9,38
"4695","2013-09",2299117,"Geology_Paleobotany",15,38
"4696","2014-06",2299117,"Geology_Paleobotany",18,10
"4697","2013-04",2299118,"Geology_Paleobotany",3,75
"4698","2013-07",2299118,"Geology_Paleobotany",6,38
"4699","2013-08",2299118,"Geology_Paleobotany",9,38
"4700","2013-09",2299118,"Geology_Paleobotany",15,38
"4701","2014-06",2299118,"Geology_Paleobotany",18,10
"4702","2013-04",2299119,"Geology_Paleobotany",3,75
"4703","2013-07",2299119,"Geology_Paleobotany",6,38
"4704","2013-08",2299119,"Geology_Paleobotany",9,38
"4705","2013-09",2299119,"Geology_Paleobotany",15,38
"4706","2014-06",2299119,"Geology_Paleobotany",18,10
"4707","2013-04",2299120,"Geology_Paleobotany",3,75
"4708","2013-07",2299120,"Geology_Paleobotany",6,38
"4709","2013-08",2299120,"Geology_Paleobotany",9,38
"4710","2013-09",2299120,"Geology_Paleobotany",15,38
"4711","2014-06",2299120,"Geology_Paleobotany",18,10
"4712","2013-04",2299121,"Geology_Paleobotany",3,75
"4713","2013-07",2299121,"Geology_Paleobotany",6,38
"4714","2013-08",2299121,"Geology_Paleobotany",9,38
"4715","2013-09",2299121,"Geology_Paleobotany",15,38
"4716","2014-06",2299121,"Geology_Paleobotany",18,10
"4717","2013-04",2299122,"Geology_Paleobotany",3,75
"4718","2013-07",2299122,"Geology_Paleobotany",6,38
"4719","2013-08",2299122,"Geology_Paleobotany",9,38
"4720","2013-09",2299122,"Geology_Paleobotany",15,38
"4721","2014-06",2299122,"Geology_Paleobotany",18,10
"4722","2013-04",2299124,"Geology_Paleobotany",3,75
"4723","2013-07",2299124,"Geology_Paleobotany",6,38
"4724","2013-08",2299124,"Geology_Paleobotany",9,38
"4725","2013-09",2299124,"Geology_Paleobotany",15,38
"4726","2014-06",2299124,"Geology_Paleobotany",18,10
"4727","2013-04",2299125,"Geology_Paleobotany",3,75
"4728","2013-07",2299125,"Geology_Paleobotany",6,38
"4729","2013-08",2299125,"Geology_Paleobotany",9,38
"4730","2013-09",2299125,"Geology_Paleobotany",15,38
"4731","2014-06",2299125,"Geology_Paleobotany",18,10
"4732","2013-04",2299126,"Geology_Paleobotany",3,75
