"","date","CAT_irn","FieldDept","cumulative","rel_freq"
"4733","2013-07",2299126,"Geology_Paleobotany",6,38
"4734","2013-08",2299126,"Geology_Paleobotany",9,38
"4735","2013-09",2299126,"Geology_Paleobotany",15,38
"4736","2014-06",2299126,"Geology_Paleobotany",18,10
"4737","2013-04",2299127,"Geology_Paleobotany",3,75
"4738","2013-07",2299127,"Geology_Paleobotany",6,38
"4739","2013-08",2299127,"Geology_Paleobotany",9,38
"4740","2013-09",2299127,"Geology_Paleobotany",15,38
"4741","2014-06",2299127,"Geology_Paleobotany",18,10
"4742","2013-04",2299128,"Geology_Paleobotany",3,75
"4743","2013-07",2299128,"Geology_Paleobotany",6,38
"4744","2013-08",2299128,"Geology_Paleobotany",9,38
"4745","2013-09",2299128,"Geology_Paleobotany",15,38
"4746","2014-06",2299128,"Geology_Paleobotany",18,10
"4747","2013-04",2299129,"Geology_Paleobotany",3,75
"4748","2013-07",2299129,"Geology_Paleobotany",6,38
"4749","2013-08",2299129,"Geology_Paleobotany",9,38
"4750","2013-09",2299129,"Geology_Paleobotany",15,38
"4751","2014-06",2299129,"Geology_Paleobotany",18,10
"4752","2013-04",2299130,"Geology_Paleobotany",3,75
"4753","2013-07",2299130,"Geology_Paleobotany",6,38
"4754","2013-08",2299130,"Geology_Paleobotany",9,38
"4755","2013-09",2299130,"Geology_Paleobotany",15,38
"4756","2014-06",2299130,"Geology_Paleobotany",18,10
"4757","2013-04",2299131,"Geology_Paleobotany",3,75
"4758","2013-07",2299131,"Geology_Paleobotany",6,38
"4759","2013-08",2299131,"Geology_Paleobotany",9,38
"4760","2013-09",2299131,"Geology_Paleobotany",15,38
"4761","2014-06",2299131,"Geology_Paleobotany",18,10
"4762","2013-04",2299132,"Geology_Paleobotany",3,75
"4763","2013-07",2299132,"Geology_Paleobotany",6,38
"4764","2013-08",2299132,"Geology_Paleobotany",9,38
"4765","2013-09",2299132,"Geology_Paleobotany",15,38
"4766","2014-06",2299132,"Geology_Paleobotany",18,10
"4767","2013-04",2299133,"Geology_Paleobotany",3,75
"4768","2013-07",2299133,"Geology_Paleobotany",6,38
"4769","2013-08",2299133,"Geology_Paleobotany",9,38
"4770","2013-09",2299133,"Geology_Paleobotany",15,38
"4771","2014-06",2299133,"Geology_Paleobotany",18,10
"4772","2013-04",2299135,"Geology_Paleobotany",3,75
"4773","2013-07",2299135,"Geology_Paleobotany",6,38
"4774","2013-08",2299135,"Geology_Paleobotany",9,38
"4775","2013-09",2299135,"Geology_Paleobotany",15,38
"4776","2014-06",2299135,"Geology_Paleobotany",18,10
"4777","2013-04",2299136,"Geology_Paleobotany",3,75
"4778","2013-07",2299136,"Geology_Paleobotany",6,38
"4779","2013-08",2299136,"Geology_Paleobotany",9,38
"4780","2013-09",2299136,"Geology_Paleobotany",15,38
"4781","2014-06",2299136,"Geology_Paleobotany",18,10
"4782","2013-04",2299137,"Geology_Paleobotany",3,75
"4783","2013-07",2299137,"Geology_Paleobotany",6,38
"4784","2013-08",2299137,"Geology_Paleobotany",9,38
"4785","2013-09",2299137,"Geology_Paleobotany",15,38
"4786","2014-06",2299137,"Geology_Paleobotany",18,10
"4787","2013-04",2299138,"Geology_Paleobotany",3,75
"4788","2013-07",2299138,"Geology_Paleobotany",6,38
"4789","2013-08",2299138,"Geology_Paleobotany",9,38
"4790","2013-09",2299138,"Geology_Paleobotany",15,38
"4791","2014-06",2299138,"Geology_Paleobotany",18,10
"4792","2013-04",2299139,"Geology_Paleobotany",3,75
"4793","2013-07",2299139,"Geology_Paleobotany",6,38
"4794","2013-08",2299139,"Geology_Paleobotany",9,38
"4795","2013-09",2299139,"Geology_Paleobotany",15,38
"4796","2014-06",2299139,"Geology_Paleobotany",18,10
"4797","2013-04",2299140,"Geology_Paleobotany",3,75
"4798","2013-07",2299140,"Geology_Paleobotany",6,38
"4799","2013-08",2299140,"Geology_Paleobotany",9,38
"4800","2013-09",2299140,"Geology_Paleobotany",15,38
"4801","2014-06",2299140,"Geology_Paleobotany",18,10
"4802","2013-04",2299141,"Geology_Paleobotany",3,75
"4803","2013-07",2299141,"Geology_Paleobotany",6,38
"4804","2013-08",2299141,"Geology_Paleobotany",9,38
"4805","2013-09",2299141,"Geology_Paleobotany",15,38
"4806","2014-06",2299141,"Geology_Paleobotany",18,10
"4807","2013-04",2299142,"Geology_Paleobotany",3,75
"4808","2013-07",2299142,"Geology_Paleobotany",6,38
"4809","2013-08",2299142,"Geology_Paleobotany",9,38
"4810","2013-09",2299142,"Geology_Paleobotany",15,38
"4811","2014-06",2299142,"Geology_Paleobotany",18,10
"4812","2013-04",2299143,"Geology_Paleobotany",3,75
"4813","2013-07",2299143,"Geology_Paleobotany",6,38
"4814","2013-08",2299143,"Geology_Paleobotany",9,38
"4815","2013-09",2299143,"Geology_Paleobotany",15,38
"4816","2014-06",2299143,"Geology_Paleobotany",18,10
"4817","2013-04",2299144,"Geology_Paleobotany",3,75
"4818","2013-07",2299144,"Geology_Paleobotany",6,38
"4819","2013-08",2299144,"Geology_Paleobotany",9,38
"4820","2013-09",2299144,"Geology_Paleobotany",15,38
"4821","2014-06",2299144,"Geology_Paleobotany",18,10
"4822","2013-04",2299146,"Geology_Paleobotany",3,75
"4823","2013-07",2299146,"Geology_Paleobotany",6,38
"4824","2013-08",2299146,"Geology_Paleobotany",9,38
"4825","2013-09",2299146,"Geology_Paleobotany",15,38
"4826","2014-06",2299146,"Geology_Paleobotany",18,10
"4827","2013-04",2299147,"Geology_Paleobotany",3,75
"4828","2013-07",2299147,"Geology_Paleobotany",6,38
"4829","2013-08",2299147,"Geology_Paleobotany",9,38
"4830","2013-09",2299147,"Geology_Paleobotany",15,38
"4831","2014-06",2299147,"Geology_Paleobotany",18,10
"4832","2013-04",2299148,"Geology_Paleobotany",3,75
"4833","2013-07",2299148,"Geology_Paleobotany",6,38
"4834","2013-08",2299148,"Geology_Paleobotany",9,38
"4835","2013-09",2299148,"Geology_Paleobotany",15,38
"4836","2014-06",2299148,"Geology_Paleobotany",18,10
"4837","2013-04",2299149,"Geology_Paleobotany",3,75
"4838","2013-07",2299149,"Geology_Paleobotany",6,38
"4839","2013-08",2299149,"Geology_Paleobotany",9,38
"4840","2013-09",2299149,"Geology_Paleobotany",15,38
"4841","2014-06",2299149,"Geology_Paleobotany",18,10
"4842","2013-04",2299150,"Geology_Paleobotany",3,75
"4843","2013-07",2299150,"Geology_Paleobotany",6,38
"4844","2013-08",2299150,"Geology_Paleobotany",9,38
"4845","2013-09",2299150,"Geology_Paleobotany",15,38
"4846","2014-06",2299150,"Geology_Paleobotany",18,10
"4847","2013-04",2299151,"Geology_Paleobotany",3,75
"4848","2013-07",2299151,"Geology_Paleobotany",6,38
"4849","2013-08",2299151,"Geology_Paleobotany",9,38
"4850","2013-09",2299151,"Geology_Paleobotany",15,38
"4851","2014-06",2299151,"Geology_Paleobotany",18,10
"4852","2013-04",2299152,"Geology_Paleobotany",3,75
"4853","2013-07",2299152,"Geology_Paleobotany",6,38
"4854","2013-08",2299152,"Geology_Paleobotany",9,38
"4855","2013-09",2299152,"Geology_Paleobotany",15,38
"4856","2014-06",2299152,"Geology_Paleobotany",18,10
"4857","2013-04",2299153,"Geology_Paleobotany",3,75
"4858","2013-07",2299153,"Geology_Paleobotany",6,38
"4859","2013-08",2299153,"Geology_Paleobotany",9,38
"4860","2013-09",2299153,"Geology_Paleobotany",15,38
"4861","2014-06",2299153,"Geology_Paleobotany",18,10
"4862","2013-04",2299154,"Geology_Paleobotany",3,75
"4863","2013-07",2299154,"Geology_Paleobotany",6,38
"4864","2013-08",2299154,"Geology_Paleobotany",9,38
"4865","2013-09",2299154,"Geology_Paleobotany",15,38
"4866","2014-06",2299154,"Geology_Paleobotany",18,10
"4867","2013-04",2299156,"Geology_Paleobotany",3,75
"4868","2013-07",2299156,"Geology_Paleobotany",6,38
"4869","2013-08",2299156,"Geology_Paleobotany",9,38
"4870","2013-09",2299156,"Geology_Paleobotany",15,38
"4871","2014-06",2299156,"Geology_Paleobotany",18,10
"4872","2013-04",2299157,"Geology_Paleobotany",3,75
"4873","2013-07",2299157,"Geology_Paleobotany",6,38
"4874","2013-08",2299157,"Geology_Paleobotany",9,38
"4875","2013-09",2299157,"Geology_Paleobotany",15,38
"4876","2014-06",2299157,"Geology_Paleobotany",18,10
"4877","2013-04",2299158,"Geology_Paleobotany",3,75
"4878","2013-07",2299158,"Geology_Paleobotany",6,38
"4879","2013-08",2299158,"Geology_Paleobotany",9,38
"4880","2013-09",2299158,"Geology_Paleobotany",15,38
"4881","2014-06",2299158,"Geology_Paleobotany",18,10
"4882","2013-04",2299159,"Geology_Paleobotany",3,75
"4883","2013-07",2299159,"Geology_Paleobotany",6,38
"4884","2013-08",2299159,"Geology_Paleobotany",9,38
"4885","2013-09",2299159,"Geology_Paleobotany",15,38
"4886","2014-06",2299159,"Geology_Paleobotany",18,10
"4887","2013-04",2299160,"Geology_Paleobotany",3,75
"4888","2013-07",2299160,"Geology_Paleobotany",6,38
"4889","2013-08",2299160,"Geology_Paleobotany",9,38
"4890","2013-09",2299160,"Geology_Paleobotany",15,38
"4891","2014-06",2299160,"Geology_Paleobotany",18,10
"4892","2013-04",2299161,"Geology_Paleobotany",3,75
"4893","2013-07",2299161,"Geology_Paleobotany",6,38
"4894","2013-08",2299161,"Geology_Paleobotany",9,38
"4895","2013-09",2299161,"Geology_Paleobotany",15,38
"4896","2014-06",2299161,"Geology_Paleobotany",18,10
"4897","2013-04",2299162,"Geology_Paleobotany",3,75
"4898","2013-07",2299162,"Geology_Paleobotany",6,38
"4899","2013-08",2299162,"Geology_Paleobotany",9,38
"4900","2013-09",2299162,"Geology_Paleobotany",15,38
"4901","2014-06",2299162,"Geology_Paleobotany",18,10
"4902","2013-04",2299163,"Geology_Paleobotany",3,75
"4903","2013-07",2299163,"Geology_Paleobotany",6,38
"4904","2013-08",2299163,"Geology_Paleobotany",9,38
"4905","2013-09",2299163,"Geology_Paleobotany",15,38
"4906","2014-06",2299163,"Geology_Paleobotany",18,10
"4907","2013-04",2299164,"Geology_Paleobotany",3,75
"4908","2013-07",2299164,"Geology_Paleobotany",6,38
"4909","2013-08",2299164,"Geology_Paleobotany",9,38
"4910","2013-09",2299164,"Geology_Paleobotany",15,38
"4911","2014-06",2299164,"Geology_Paleobotany",18,10
"4912","2013-04",2299165,"Geology_Paleobotany",3,75
"4913","2013-07",2299165,"Geology_Paleobotany",6,38
"4914","2013-08",2299165,"Geology_Paleobotany",9,38
"4915","2013-09",2299165,"Geology_Paleobotany",15,38
"4916","2014-06",2299165,"Geology_Paleobotany",18,10
"4917","2013-04",2299167,"Geology_Paleobotany",3,75
"4918","2013-07",2299167,"Geology_Paleobotany",6,38
"4919","2013-08",2299167,"Geology_Paleobotany",9,38
"4920","2013-09",2299167,"Geology_Paleobotany",15,38
"4921","2014-06",2299167,"Geology_Paleobotany",18,10
"4922","2013-04",2299168,"Geology_Paleobotany",3,75
"4923","2013-07",2299168,"Geology_Paleobotany",6,38
"4924","2013-08",2299168,"Geology_Paleobotany",9,38
"4925","2013-09",2299168,"Geology_Paleobotany",15,38
"4926","2014-06",2299168,"Geology_Paleobotany",18,10
"4927","2013-04",2299169,"Geology_Paleobotany",3,75
"4928","2013-07",2299169,"Geology_Paleobotany",6,38
"4929","2013-08",2299169,"Geology_Paleobotany",9,38
"4930","2013-09",2299169,"Geology_Paleobotany",15,38
"4931","2014-06",2299169,"Geology_Paleobotany",18,10
"4932","2013-04",2299170,"Geology_Paleobotany",3,75
"4933","2013-07",2299170,"Geology_Paleobotany",6,38
"4934","2013-08",2299170,"Geology_Paleobotany",9,38
"4935","2013-09",2299170,"Geology_Paleobotany",15,38
"4936","2014-06",2299170,"Geology_Paleobotany",18,10
"4937","2013-04",2299171,"Geology_Paleobotany",3,75
"4938","2013-07",2299171,"Geology_Paleobotany",6,38
"4939","2013-08",2299171,"Geology_Paleobotany",9,38
"4940","2013-09",2299171,"Geology_Paleobotany",15,38
"4941","2014-06",2299171,"Geology_Paleobotany",18,10
"4942","2013-04",2299172,"Geology_Paleobotany",3,75
"4943","2013-07",2299172,"Geology_Paleobotany",6,38
"4944","2013-08",2299172,"Geology_Paleobotany",9,38
"4945","2013-09",2299172,"Geology_Paleobotany",15,38
"4946","2014-06",2299172,"Geology_Paleobotany",18,10
"4947","2013-04",2299173,"Geology_Paleobotany",3,75
"4948","2013-07",2299173,"Geology_Paleobotany",6,38
"4949","2013-08",2299173,"Geology_Paleobotany",9,38
"4950","2013-09",2299173,"Geology_Paleobotany",15,38
"4951","2014-06",2299173,"Geology_Paleobotany",18,10
"4952","2013-04",2299174,"Geology_Paleobotany",3,75
"4953","2013-07",2299174,"Geology_Paleobotany",6,38
"4954","2013-08",2299174,"Geology_Paleobotany",9,38
"4955","2013-09",2299174,"Geology_Paleobotany",15,38
"4956","2014-06",2299174,"Geology_Paleobotany",18,10
"4957","2013-04",2299176,"Geology_Paleobotany",3,75
"4958","2013-07",2299176,"Geology_Paleobotany",6,38
"4959","2013-08",2299176,"Geology_Paleobotany",9,38
"4960","2013-09",2299176,"Geology_Paleobotany",15,38
"4961","2014-06",2299176,"Geology_Paleobotany",18,10
"4962","2013-04",2299177,"Geology_Paleobotany",3,75
"4963","2013-07",2299177,"Geology_Paleobotany",6,38
"4964","2013-08",2299177,"Geology_Paleobotany",9,38
"4965","2013-09",2299177,"Geology_Paleobotany",15,38
"4966","2014-06",2299177,"Geology_Paleobotany",18,10
"4967","2013-04",2299178,"Geology_Paleobotany",3,75
"4968","2013-07",2299178,"Geology_Paleobotany",6,38
"4969","2013-08",2299178,"Geology_Paleobotany",9,38
"4970","2013-09",2299178,"Geology_Paleobotany",15,38
"4971","2014-06",2299178,"Geology_Paleobotany",18,10
"4972","2013-04",2299179,"Geology_Paleobotany",3,75
"4973","2013-07",2299179,"Geology_Paleobotany",6,38
"4974","2013-08",2299179,"Geology_Paleobotany",9,38
"4975","2013-09",2299179,"Geology_Paleobotany",15,38
"4976","2014-06",2299179,"Geology_Paleobotany",18,10
"4977","2013-04",2299180,"Geology_Paleobotany",3,75
"4978","2013-07",2299180,"Geology_Paleobotany",6,38
"4979","2013-08",2299180,"Geology_Paleobotany",9,38
"4980","2013-09",2299180,"Geology_Paleobotany",15,38
"4981","2014-06",2299180,"Geology_Paleobotany",18,10
"4982","2013-04",2299181,"Geology_Paleobotany",3,75
"4983","2013-07",2299181,"Geology_Paleobotany",6,38
"4984","2013-08",2299181,"Geology_Paleobotany",9,38
"4985","2013-09",2299181,"Geology_Paleobotany",15,38
"4986","2014-06",2299181,"Geology_Paleobotany",18,10
"4987","2013-04",2299182,"Geology_Paleobotany",3,75
"4988","2013-07",2299182,"Geology_Paleobotany",6,38
"4989","2013-08",2299182,"Geology_Paleobotany",9,38
"4990","2013-09",2299182,"Geology_Paleobotany",15,38
"4991","2014-06",2299182,"Geology_Paleobotany",18,10
"4992","2013-04",2299183,"Geology_Paleobotany",3,75
"4993","2013-07",2299183,"Geology_Paleobotany",6,38
"4994","2013-08",2299183,"Geology_Paleobotany",9,38
"4995","2013-09",2299183,"Geology_Paleobotany",15,38
"4996","2014-06",2299183,"Geology_Paleobotany",18,10
"4997","2013-04",2299184,"Geology_Paleobotany",3,75
"4998","2013-07",2299184,"Geology_Paleobotany",6,38
"4999","2013-08",2299184,"Geology_Paleobotany",9,38
"5000","2013-09",2299184,"Geology_Paleobotany",15,38
"5001","2014-06",2299184,"Geology_Paleobotany",18,10
"5002","2013-04",2299186,"Geology_Paleobotany",3,75
"5003","2013-07",2299186,"Geology_Paleobotany",6,38
"5004","2013-08",2299186,"Geology_Paleobotany",9,38
"5005","2013-09",2299186,"Geology_Paleobotany",15,38
"5006","2014-06",2299186,"Geology_Paleobotany",18,10
"5007","2013-04",2299187,"Geology_Paleobotany",3,75
"5008","2013-07",2299187,"Geology_Paleobotany",6,38
"5009","2013-08",2299187,"Geology_Paleobotany",9,38
"5010","2013-09",2299187,"Geology_Paleobotany",15,38
"5011","2014-06",2299187,"Geology_Paleobotany",18,10
"5012","2013-04",2299188,"Geology_Paleobotany",3,75
"5013","2013-07",2299188,"Geology_Paleobotany",6,38
"5014","2013-08",2299188,"Geology_Paleobotany",9,38
"5015","2013-09",2299188,"Geology_Paleobotany",15,38
"5016","2014-06",2299188,"Geology_Paleobotany",18,10
"5017","2013-04",2299189,"Geology_Paleobotany",3,75
"5018","2013-07",2299189,"Geology_Paleobotany",6,38
"5019","2013-08",2299189,"Geology_Paleobotany",9,38
"5020","2013-09",2299189,"Geology_Paleobotany",15,38
"5021","2014-06",2299189,"Geology_Paleobotany",18,10
"5022","2013-04",2299190,"Geology_Paleobotany",3,75
"5023","2013-07",2299190,"Geology_Paleobotany",6,38
"5024","2013-08",2299190,"Geology_Paleobotany",9,38
"5025","2013-09",2299190,"Geology_Paleobotany",15,38
"5026","2014-06",2299190,"Geology_Paleobotany",18,10
"5027","2013-04",2299191,"Geology_Paleobotany",3,75
"5028","2013-07",2299191,"Geology_Paleobotany",6,38
"5029","2013-08",2299191,"Geology_Paleobotany",9,38
"5030","2013-09",2299191,"Geology_Paleobotany",15,38
"5031","2014-06",2299191,"Geology_Paleobotany",18,10
"5032","2013-04",2299192,"Geology_Paleobotany",3,75
"5033","2013-07",2299192,"Geology_Paleobotany",6,38
"5034","2013-08",2299192,"Geology_Paleobotany",9,38
"5035","2013-09",2299192,"Geology_Paleobotany",15,38
"5036","2014-06",2299192,"Geology_Paleobotany",18,10
"5037","2013-04",2299193,"Geology_Paleobotany",3,75
"5038","2013-07",2299193,"Geology_Paleobotany",6,38
"5039","2013-08",2299193,"Geology_Paleobotany",9,38
"5040","2013-09",2299193,"Geology_Paleobotany",15,38
"5041","2014-06",2299193,"Geology_Paleobotany",18,10
"5042","2013-04",2299194,"Geology_Paleobotany",3,75
"5043","2013-07",2299194,"Geology_Paleobotany",6,38
"5044","2013-08",2299194,"Geology_Paleobotany",9,38
"5045","2013-09",2299194,"Geology_Paleobotany",15,38
"5046","2014-06",2299194,"Geology_Paleobotany",18,10
"5047","2013-04",2299195,"Geology_Paleobotany",3,75
"5048","2013-07",2299195,"Geology_Paleobotany",6,38
"5049","2013-08",2299195,"Geology_Paleobotany",9,38
"5050","2013-09",2299195,"Geology_Paleobotany",15,38
"5051","2014-06",2299195,"Geology_Paleobotany",18,10
"5052","2013-04",2299197,"Geology_Paleobotany",3,75
"5053","2013-07",2299197,"Geology_Paleobotany",6,38
"5054","2013-08",2299197,"Geology_Paleobotany",9,38
"5055","2013-09",2299197,"Geology_Paleobotany",15,38
"5056","2014-06",2299197,"Geology_Paleobotany",18,10
"5057","2013-04",2299198,"Geology_Paleobotany",3,75
"5058","2013-07",2299198,"Geology_Paleobotany",6,38
"5059","2013-08",2299198,"Geology_Paleobotany",9,38
"5060","2013-09",2299198,"Geology_Paleobotany",15,38
"5061","2014-06",2299198,"Geology_Paleobotany",18,10
"5062","2013-04",2299199,"Geology_Paleobotany",3,75
"5063","2013-07",2299199,"Geology_Paleobotany",6,38
"5064","2013-08",2299199,"Geology_Paleobotany",9,38
"5065","2013-09",2299199,"Geology_Paleobotany",15,38
"5066","2014-06",2299199,"Geology_Paleobotany",18,10
"5067","2013-04",2299200,"Geology_Paleobotany",3,75
"5068","2013-07",2299200,"Geology_Paleobotany",6,38
"5069","2013-08",2299200,"Geology_Paleobotany",9,38
"5070","2013-09",2299200,"Geology_Paleobotany",15,38
"5071","2014-06",2299200,"Geology_Paleobotany",18,10
"5072","2013-04",2299201,"Geology_Paleobotany",3,75
"5073","2013-07",2299201,"Geology_Paleobotany",6,38
"5074","2013-08",2299201,"Geology_Paleobotany",9,38
"5075","2013-09",2299201,"Geology_Paleobotany",15,38
"5076","2014-06",2299201,"Geology_Paleobotany",18,10
"5077","2013-04",2299202,"Geology_Paleobotany",3,75
"5078","2013-07",2299202,"Geology_Paleobotany",6,38
"5079","2013-08",2299202,"Geology_Paleobotany",9,38
"5080","2013-09",2299202,"Geology_Paleobotany",15,38
"5081","2014-06",2299202,"Geology_Paleobotany",18,10
"5082","2013-04",2299203,"Geology_Paleobotany",3,75
"5083","2013-07",2299203,"Geology_Paleobotany",6,38
"5084","2013-08",2299203,"Geology_Paleobotany",9,38
"5085","2013-09",2299203,"Geology_Paleobotany",15,38
"5086","2014-06",2299203,"Geology_Paleobotany",18,10
"5087","2013-04",2299204,"Geology_Paleobotany",3,75
"5088","2013-07",2299204,"Geology_Paleobotany",6,38
"5089","2013-08",2299204,"Geology_Paleobotany",9,38
"5090","2013-09",2299204,"Geology_Paleobotany",15,38
"5091","2014-06",2299204,"Geology_Paleobotany",18,10
"5092","2013-04",2299205,"Geology_Paleobotany",3,75
"5093","2013-07",2299205,"Geology_Paleobotany",6,38
"5094","2013-08",2299205,"Geology_Paleobotany",9,38
"5095","2013-09",2299205,"Geology_Paleobotany",15,38
"5096","2014-06",2299205,"Geology_Paleobotany",18,10
"5097","2013-04",2299207,"Geology_Paleobotany",3,75
"5098","2013-07",2299207,"Geology_Paleobotany",6,38
"5099","2013-08",2299207,"Geology_Paleobotany",9,38
"5100","2013-09",2299207,"Geology_Paleobotany",15,38
"5101","2014-06",2299207,"Geology_Paleobotany",18,10
"5102","2013-04",2299208,"Geology_Paleobotany",3,75
"5103","2013-07",2299208,"Geology_Paleobotany",6,38
"5104","2013-08",2299208,"Geology_Paleobotany",9,38
"5105","2013-09",2299208,"Geology_Paleobotany",15,38
"5106","2014-06",2299208,"Geology_Paleobotany",18,10
"5107","2013-04",2299209,"Geology_Paleobotany",3,75
"5108","2013-07",2299209,"Geology_Paleobotany",6,38
"5109","2013-08",2299209,"Geology_Paleobotany",9,38
"5110","2013-09",2299209,"Geology_Paleobotany",15,38
"5111","2014-06",2299209,"Geology_Paleobotany",18,10
"5112","2013-04",2299210,"Geology_Paleobotany",3,75
"5113","2013-07",2299210,"Geology_Paleobotany",6,38
"5114","2013-08",2299210,"Geology_Paleobotany",9,38
"5115","2013-09",2299210,"Geology_Paleobotany",15,38
"5116","2014-06",2299210,"Geology_Paleobotany",18,10
"5117","2013-04",2299211,"Geology_Paleobotany",3,75
"5118","2013-07",2299211,"Geology_Paleobotany",6,38
"5119","2013-08",2299211,"Geology_Paleobotany",9,38
"5120","2013-09",2299211,"Geology_Paleobotany",15,38
"5121","2014-06",2299211,"Geology_Paleobotany",18,10
"5122","2013-04",2299212,"Geology_Paleobotany",3,75
"5123","2013-07",2299212,"Geology_Paleobotany",6,38
"5124","2013-08",2299212,"Geology_Paleobotany",9,38
"5125","2013-09",2299212,"Geology_Paleobotany",15,38
"5126","2014-06",2299212,"Geology_Paleobotany",18,10
"5127","2013-04",2299213,"Geology_Paleobotany",3,75
"5128","2013-07",2299213,"Geology_Paleobotany",6,38
"5129","2013-08",2299213,"Geology_Paleobotany",9,38
"5130","2013-09",2299213,"Geology_Paleobotany",15,38
"5131","2014-06",2299213,"Geology_Paleobotany",18,10
"5132","2013-04",2299214,"Geology_Paleobotany",3,75
"5133","2013-07",2299214,"Geology_Paleobotany",6,38
"5134","2013-08",2299214,"Geology_Paleobotany",9,38
"5135","2013-09",2299214,"Geology_Paleobotany",15,38
"5136","2014-06",2299214,"Geology_Paleobotany",18,10
"5137","2013-04",2299215,"Geology_Paleobotany",3,75
"5138","2013-07",2299215,"Geology_Paleobotany",6,38
"5139","2013-08",2299215,"Geology_Paleobotany",9,38
"5140","2013-09",2299215,"Geology_Paleobotany",15,38
"5141","2014-06",2299215,"Geology_Paleobotany",18,10
"5142","2013-04",2299216,"Geology_Paleobotany",3,75
"5143","2013-07",2299216,"Geology_Paleobotany",6,38
"5144","2013-08",2299216,"Geology_Paleobotany",9,38
"5145","2013-09",2299216,"Geology_Paleobotany",15,38
"5146","2014-06",2299216,"Geology_Paleobotany",18,10
"5226","2013-04",2303645,"Geology_Paleobotany",3,10
"5227","2013-07",2303645,"Geology_Paleobotany",6,75
"5228","2013-08",2303645,"Geology_Paleobotany",9,19
"5229","2013-09",2303645,"Geology_Paleobotany",15,38
"5230","2014-06",2303645,"Geology_Paleobotany",18,10
"5231","2013-04",2303646,"Geology_Paleobotany",3,75
"5232","2013-07",2303646,"Geology_Paleobotany",6,38
"5233","2013-08",2303646,"Geology_Paleobotany",9,38
"5234","2013-09",2303646,"Geology_Paleobotany",15,38
"5235","2014-06",2303646,"Geology_Paleobotany",18,10
"5236","2013-04",2303647,"Geology_Paleobotany",3,75
"5237","2013-07",2303647,"Geology_Paleobotany",6,38
"5238","2013-08",2303647,"Geology_Paleobotany",9,38
"5239","2013-09",2303647,"Geology_Paleobotany",15,38
"5240","2014-06",2303647,"Geology_Paleobotany",18,10
"5241","2013-04",2303648,"Geology_Paleobotany",3,75
"5242","2013-07",2303648,"Geology_Paleobotany",6,38
"5243","2013-08",2303648,"Geology_Paleobotany",9,38
"5244","2013-09",2303648,"Geology_Paleobotany",15,38
"5245","2014-06",2303648,"Geology_Paleobotany",18,10
"5250","2013-04",2303650,"Geology_Paleobotany",3,10
"5251","2013-07",2303650,"Geology_Paleobotany",6,75
"5252","2013-08",2303650,"Geology_Paleobotany",9,38
"5253","2013-09",2303650,"Geology_Paleobotany",15,38
"5254","2014-06",2303650,"Geology_Paleobotany",18,10
"5255","2013-04",2303651,"Geology_Paleobotany",3,75
"5256","2013-07",2303651,"Geology_Paleobotany",6,38
"5257","2013-08",2303651,"Geology_Paleobotany",9,38
"5258","2013-09",2303651,"Geology_Paleobotany",15,38
"5259","2014-06",2303651,"Geology_Paleobotany",18,10
"5260","2013-04",2303652,"Geology_Paleobotany",3,75
"5261","2013-07",2303652,"Geology_Paleobotany",6,38
"5262","2013-08",2303652,"Geology_Paleobotany",9,38
"5263","2013-09",2303652,"Geology_Paleobotany",15,38
"5264","2014-06",2303652,"Geology_Paleobotany",18,10
"5265","2013-04",2303653,"Geology_Paleobotany",3,75
"5266","2013-07",2303653,"Geology_Paleobotany",6,38
"5267","2013-08",2303653,"Geology_Paleobotany",9,38
"5268","2013-09",2303653,"Geology_Paleobotany",15,38
"5269","2014-06",2303653,"Geology_Paleobotany",18,10
"5270","2013-04",2303654,"Geology_Paleobotany",3,75
"5271","2013-07",2303654,"Geology_Paleobotany",6,38
"5272","2013-08",2303654,"Geology_Paleobotany",9,38
"5273","2013-09",2303654,"Geology_Paleobotany",15,38
"5274","2014-06",2303654,"Geology_Paleobotany",18,10
"5275","2013-04",2303673,"Geology_Paleobotany",3,75
"5276","2013-07",2303673,"Geology_Paleobotany",6,38
"5277","2013-08",2303673,"Geology_Paleobotany",9,38
"5278","2013-09",2303673,"Geology_Paleobotany",15,38
"5279","2014-06",2303673,"Geology_Paleobotany",18,10
"5296","2013-04",2305056,"Geology_Paleobotany",3,10
"5297","2013-07",2305056,"Geology_Paleobotany",6,75
"5298","2013-08",2305056,"Geology_Paleobotany",9,19
"5299","2013-09",2305056,"Geology_Paleobotany",15,38
"5300","2014-06",2305056,"Geology_Paleobotany",18,10
"5301","2013-04",2305057,"Geology_Paleobotany",3,75
"5302","2013-07",2305057,"Geology_Paleobotany",6,38
"5303","2013-08",2305057,"Geology_Paleobotany",9,38
"5304","2013-09",2305057,"Geology_Paleobotany",15,38
"5305","2014-06",2305057,"Geology_Paleobotany",18,10
"5306","2013-04",2305381,"Geology_Paleobotany",3,75
"5307","2013-07",2305381,"Geology_Paleobotany",6,38
"5308","2013-08",2305381,"Geology_Paleobotany",9,38
"5309","2013-09",2305381,"Geology_Paleobotany",15,38
"5310","2014-06",2305381,"Geology_Paleobotany",18,10
"5311","2013-04",2305382,"Geology_Paleobotany",3,75
"5312","2013-07",2305382,"Geology_Paleobotany",6,38
